timestamp	commit	metric	status	description
2026-09-06T21:03:31+09:00	841e798	qual:cost_ratio=7.6,is_valid_ms=0.1503,clearance_ms=1.1414,median_clearance_rad=0.1037,p10_clearance_rad=0.1037,resolution_rad=0.050,expected_savings=4.1,n_sampled=200,verdict=not-worth	keep	safety-certificate 캐싱 순이득 여부(장애물 포함, 빡빡한 clearance)
2026-09-06T21:03:37+09:00	841e798	qual:cost_ratio=7.7,is_valid_ms=0.1495,clearance_ms=1.1461,median_clearance_rad=0.1059,p10_clearance_rad=0.1059,resolution_rad=0.050,expected_savings=4.2,n_sampled=200,verdict=not-worth	keep	safety-certificate 캐싱 순이득 여부(장애물 없음, 여유 clearance)
